employee_id,query_id,query_starttime,execution_time
22,990337,05/16/2023 04:55:05,474
22,249157,08/28/2023 10:34:58,542
23,210330,02/27/2023 11:15:58,500
23,469336,11/06/2023 10:26:00,3252
23,269704,06/27/2023 04:11:13,2959
24,879031,08/12/2023 07:12:32,1449
24,619729,10/24/2023 23:32:32,354
25,172665,09/23/2023 00:03:42,1805
25,138272,09/20/2023 19:13:43,3079
25,381710,09/13/2023 01:40:17,3431
25,549396,08/02/2023 19:39:30,2094
25,451567,08/08/2023 20:06:25,2171
25,954341,12/05/2023 17:17:42,2312
25,320120,04/06/2023 22:36:36,573
26,514162,01/03/2023 19:53:03,3369
26,743519,03/28/2023 20:50:15,1128
26,313206,02/06/2023 05:03:59,3411
26,755810,04/26/2023 11:22:39,1975
26,596915,05/21/2023 21:13:07,505
26,688375,02/16/2023 22:07:56,759
27,790956,08/26/2023 19:39:43,3327
27,524425,02/12/2023 06:05:06,2657
27,953635,08/01/2023 21:09:59,2738
28,730308,05/15/2023 14:39:40,1478
28,17097,08/23/2023 07:51:05,2625
28,276862,04/24/2023 00:03:59,135
28,83996,02/09/2023 04:27:58,790
28,874654,09/30/2023 00:38:36,145
29,494245,01/07/2023 05:24:35,1281
29,71813,02/14/2023 20:20:38,2261
29,595767,04/30/2023 21:27:49,1055
29,62560,10/01/2023 22:44:38,2636
29,129309,11/01/2023 01:11:26,187
30,957572,11/24/2023 08:23:13,1698
30,928687,08/29/2023 19:09:42,1247
30,159591,08/24/2023 18:54:26,2909
30,397929,05/23/2023 04:00:18,982
30,534140,12/08/2023 03:47:33,2974
30,813755,09/30/2023 02:21:21,2574
30,289705,09/28/2023 09:51:15,2810
31,565153,10/07/2023 11:21:44,2197
31,379458,02/21/2023 07:29:01,396
31,294852,12/04/2023 11:39:45,2975
31,498006,06/10/2023 10:06:33,583
31,621441,06/02/2023 02:34:01,1735
33,156063,10/16/2023 00:55:22,179
33,285261,07/11/2023 15:05:31,344
33,233895,12/04/2023 12:47:04,3175
33,88121,07/18/2023 20:31:30,1503
33,507779,05/02/2023 14:14:59,2987
33,958874,10/14/2023 21:07:35,1746
34,495156,01/23/2023 20:39:41,2685
34,830403,09/27/2023 16:50:34,3159
34,161444,05/11/2023 01:12:05,883
34,253768,05/05/2023 23:11:22,3057
34,963012,06/16/2023 21:57:34,2952
35,421055,04/24/2023 14:20:38,2880
35,321246,09/04/2023 06:04:00,3110
35,748288,02/24/2023 11:37:19,3542
35,441065,11/13/2023 06:47:50,1359
36,335724,10/12/2023 10:30:59,932
36,384486,06/20/2023 21:02:10,3296
36,781638,04/03/2023 22:12:56,1503
36,611009,07/07/2023 09:27:21,3574
36,170261,10/05/2023 01:29:56,3537
36,575123,08/25/2023 05:58:38,2874
37,260494,12/26/2023 11:59:47,2055
37,768594,03/27/2023 06:28:31,541
37,391465,05/16/2023 15:34:30,131
37,133469,09/19/2023 09:17:43,2794
37,535571,05/28/2023 11:08:54,2120
38,991463,10/11/2023 08:00:52,365
38,775752,11/03/2023 07:05:55,2877
38,150799,09/03/2023 06:59:38,1028
38,396611,01/03/2023 23:35:00,3058
38,243694,03/06/2023 12:17:24,2895
39,549426,06/27/2023 23:19:50,2635
39,346580,10/22/2023 09:16:37,544
40,456618,12/04/2023 17:12:26,2241
40,498849,11/24/2023 01:15:41,65
40,414743,06/02/2023 15:17:39,2811
40,151074,10/30/2023 22:37:41,1798
40,38694,08/10/2023 18:04:25,1807
40,163829,12/20/2023 12:49:37,1326
41,798270,11/19/2023 12:31:19,555
42,546529,05/27/2023 16:57:33,1018
42,154788,04/29/2023 21:59:14,366
42,512860,04/28/2023 00:14:41,2902
42,325099,01/01/2023 17:23:54,3473
42,719962,05/25/2023 02:54:17,2974
43,593738,01/21/2023 09:54:14,471
43,693873,01/13/2023 01:22:39,3149
44,112274,04/15/2023 23:35:42,1652
44,525641,01/10/2023 04:56:08,360
44,87827,09/05/2023 02:24:09,1642
45,224964,09/13/2023 04:18:33,2984
45,587598,06/08/2023 18:07:20,1144
45,943075,05/13/2023 18:02:02,3579
45,73539,08/18/2023 06:36:43,926
46,892997,01/24/2023 08:48:58,1060
46,239415,06/23/2023 16:40:35,2769
46,263240,07/07/2023 01:46:34,2039
47,667763,08/15/2023 19:08:34,2910
47,949105,07/31/2023 16:34:44,3425
47,744631,10/13/2023 03:09:39,990
48,76577,11/14/2023 07:58:44,2060
48,409818,08/22/2023 14:40:20,204
48,935904,08/09/2023 20:23:14,1401
48,618505,05/17/2023 01:32:45,2312
49,951867,09/12/2023 16:31:07,937
49,999029,12/15/2023 06:50:59,3236
49,334896,06/03/2023 01:37:13,1078
49,683052,11/13/2023 15:57:00,2336
49,739441,08/19/2023 18:56:42,2986
49,560704,10/20/2023 08:18:26,3222
49,847290,01/15/2023 14:55:16,2654
49,953563,12/22/2023 16:22:07,395
49,354829,02/24/2023 05:49:12,895
49,166866,04/15/2023 03:39:23,3229
50,179782,01/05/2023 09:55:30,699
50,854208,10/31/2023 06:07:13,602
50,785680,04/21/2023 01:18:00,863
50,949170,07/03/2023 10:42:20,3340
50,152490,01/01/2023 03:53:11,836
50,372120,05/31/2023 20:16:09,981
50,633080,01/27/2023 12:12:34,2182
52,163327,01/27/2023 15:13:20,2946
52,533090,10/19/2023 10:59:37,1612
52,960806,01/21/2023 22:54:11,2386
52,442484,03/17/2023 08:32:25,1123
52,382785,04/24/2023 03:47:10,100
52,373033,03/26/2023 17:09:25,1258
52,635105,07/16/2023 23:49:20,64
52,482658,02/21/2023 19:39:59,433
52,154064,05/10/2023 08:11:13,1960
52,431204,07/08/2023 11:52:17,2298
53,305552,11/18/2023 16:46:59,2648
53,666435,06/15/2023 08:33:59,640
54,108984,02/10/2023 20:02:48,1538
54,279068,05/04/2023 16:53:06,983
54,813857,10/26/2023 19:03:42,968
54,549905,09/29/2023 08:17:21,1037
55,467501,04/15/2023 03:30:57,1120
55,990147,08/10/2023 12:13:42,3031
55,88146,04/09/2023 22:23:32,3182
55,838870,03/12/2023 03:25:03,2899
55,301335,04/11/2023 13:43:54,1371
55,44905,01/07/2023 13:29:48,2392
55,982232,11/27/2023 08:06:15,2062
55,948407,12/29/2023 14:38:15,2938
56,465937,04/29/2023 06:00:33,2800
57,577002,12/21/2023 05:12:23,57
57,776561,06/22/2023 06:40:42,299
57,812458,05/19/2023 14:18:20,1276
58,492387,03/23/2023 17:05:18,3060
58,37023,11/24/2023 21:28:04,766
58,513466,09/13/2023 08:01:14,963
58,675558,11/14/2023 09:16:08,969
58,649210,10/16/2023 22:00:25,21
59,852016,03/11/2023 23:28:53,352
59,201837,05/20/2023 10:33:09,1729
59,114515,07/05/2023 21:18:35,2834
60,640352,12/28/2023 08:29:31,806
60,505105,07/27/2023 07:14:41,3426
60,326486,07/05/2023 23:17:25,1584
60,36703,06/17/2023 09:08:35,2463
60,530026,12/09/2023 07:48:57,264
62,332301,10/05/2023 15:16:36,1182
62,368745,06/15/2023 21:06:55,1821
62,114171,11/14/2023 01:37:11,1812
62,273391,10/02/2023 07:35:13,2569
62,351000,03/23/2023 00:26:19,2605
64,683718,05/22/2023 22:30:42,2261
64,806294,05/31/2023 02:01:26,3568
64,173839,04/01/2023 16:21:48,2754
64,638339,05/06/2023 21:20:56,838
65,495610,10/30/2023 18:59:55,2101
66,835451,02/10/2023 10:53:03,1907
66,788189,07/29/2023 19:49:05,2929
66,53741,07/05/2023 23:29:13,1826
67,21079,03/05/2023 08:39:30,1522
67,351613,01/19/2023 15:04:40,2058
68,247687,04/25/2023 15:18:52,2671
68,125142,07/30/2023 04:45:22,1184
69,667951,02/04/2023 07:17:21,1668
69,842114,05/11/2023 02:07:15,2277
69,520402,05/08/2023 01:10:32,151
69,369598,03/11/2023 19:50:46,1719
69,205863,06/22/2023 20:43:16,1315
69,392376,07/28/2023 06:20:35,2587
71,157667,07/21/2023 20:33:17,1611
71,242154,11/27/2023 02:36:15,1379
71,337413,03/12/2023 14:44:22,193
72,264734,04/26/2023 17:42:30,3393
72,826705,08/10/2023 14:28:53,799
72,600309,10/27/2023 20:53:10,292
72,27883,10/21/2023 12:55:25,3006
72,380944,05/03/2023 03:01:32,3483
72,198918,02/27/2023 03:15:42,2081
72,75182,12/16/2023 08:39:54,2956
72,833827,01/12/2023 11:46:34,1252
74,269667,08/03/2023 17:37:45,3174
74,793633,04/10/2023 12:54:59,3390
74,394905,03/24/2023 10:55:57,1865
74,34363,08/16/2023 14:35:54,1022
74,573676,06/26/2023 16:52:47,1518
75,488482,11/01/2023 20:09:22,2157
75,579692,05/02/2023 22:05:01,27
75,383924,06/29/2023 14:10:06,1905
76,852446,06/02/2023 02:28:36,1587
76,836197,03/03/2023 22:53:15,1560
76,522387,12/18/2023 06:01:53,370
77,402114,12/14/2023 23:57:31,1778
77,253064,12/05/2023 22:25:26,1477
77,120975,09/23/2023 22:23:26,29
77,67099,09/07/2023 12:19:04,610
78,12400,02/22/2023 01:00:41,1449
78,988487,07/11/2023 17:44:41,395
78,324480,08/17/2023 06:04:05,1087
78,216796,03/09/2023 16:18:16,255
78,345659,05/05/2023 14:12:08,1303
78,653783,06/07/2023 22:49:05,1958
78,528317,09/15/2023 07:21:40,3451
79,731197,04/04/2023 02:55:46,3109
79,138879,05/29/2023 08:47:06,2625
79,899014,02/11/2023 11:13:47,3029
80,715203,09/26/2023 05:43:05,617
80,149414,07/22/2023 15:22:00,1846
80,208237,04/03/2023 04:49:54,145
81,879651,01/09/2023 15:20:40,2420
81,464393,12/14/2023 22:25:14,61
81,276471,10/11/2023 14:49:32,3022
81,550154,08/11/2023 00:30:11,3556
81,799378,05/02/2023 07:01:01,1734
81,135764,06/18/2023 13:43:47,2306
82,827682,06/15/2023 11:38:11,2599
82,63088,08/23/2023 07:36:42,1266
82,640568,12/03/2023 11:28:41,2156
82,304363,08/24/2023 06:20:09,2936
83,226473,12/06/2023 05:08:08,1246
83,421970,03/13/2023 03:36:34,2271
83,48106,06/22/2023 02:28:45,3445
83,681022,09/30/2023 21:56:56,3191
84,508484,09/03/2023 23:16:54,3563
84,961014,09/10/2023 02:02:52,1201
84,35052,12/30/2023 06:52:38,3109
85,283565,01/06/2023 01:04:30,1279
85,606093,06/17/2023 22:18:58,1946
85,42846,05/08/2023 07:20:49,2415
85,321625,06/24/2023 08:52:43,2484
85,184408,12/02/2023 05:32:35,424
86,254686,06/22/2023 22:31:34,1362
87,394694,04/27/2023 03:22:22,1262
87,301888,05/24/2023 08:43:19,215
87,545520,11/21/2023 21:15:49,3084
87,869161,03/06/2023 03:13:36,1639
87,965024,07/02/2023 15:45:34,1532
87,257414,03/31/2023 04:13:05,2204
88,392725,03/01/2023 18:41:05,251
88,194904,12/19/2023 03:32:47,2968
88,666776,07/18/2023 16:10:22,1736
88,299287,02/17/2023 19:07:38,1336
88,106260,07/22/2023 11:31:41,743
90,917376,07/02/2023 14:42:32,1054
90,788363,12/19/2023 14:17:06,674
90,165468,07/17/2023 18:57:40,737
90,913686,01/21/2023 18:32:08,2521
90,116450,06/29/2023 09:51:14,1473
90,920970,04/19/2023 04:29:59,852
91,375504,11/22/2023 04:18:43,496
91,925816,02/23/2023 22:37:23,309
91,279578,10/04/2023 06:43:11,1174
91,654469,08/23/2023 03:12:59,1897
91,959874,11/28/2023 23:34:52,456
92,563679,09/12/2023 23:11:30,156
92,918629,10/10/2023 01:51:54,3188
92,105730,01/09/2023 10:54:03,2063
92,320784,07/29/2023 09:06:28,3575
93,303564,12/03/2023 15:53:17,1737
93,427609,01/01/2023 18:12:06,380
93,186819,04/05/2023 06:51:11,2069
93,811653,07/26/2023 07:53:30,2528
94,243572,10/18/2023 00:05:05,3181
94,451920,10/31/2023 09:02:29,2559
94,729784,04/07/2023 04:57:36,2915
94,992134,08/14/2023 04:21:36,234
94,552442,08/06/2023 22:18:08,490
95,625338,10/03/2023 21:38:16,1850
96,161794,12/12/2023 02:44:24,89
96,614803,03/12/2023 10:40:40,2007
96,379509,09/12/2023 13:52:34,562
96,921416,10/17/2023 23:33:47,1773
97,768491,11/16/2023 14:28:06,1087
97,293812,02/06/2023 23:51:05,889
97,195476,06/05/2023 12:27:09,540
98,562215,06/25/2023 16:53:19,2651
98,694797,08/30/2023 05:48:48,2058
98,152019,01/16/2023 08:14:15,49
98,452817,11/03/2023 09:37:25,3339
98,144973,05/23/2023 12:16:43,836
100,945285,06/05/2023 08:39:36,3009
100,401515,07/26/2023 23:02:36,558
102,95395,04/03/2023 22:22:18,3140
102,172801,08/09/2023 08:59:11,981
102,96767,03/23/2023 16:55:32,2139
103,732379,11/19/2023 02:29:41,1910
103,352540,08/28/2023 15:29:48,1990
103,341443,08/01/2023 03:44:06,2146
103,876395,06/29/2023 22:14:36,1709
103,384431,11/09/2023 19:32:26,1064
103,112021,01/19/2023 14:38:18,1039
103,545106,07/28/2023 00:58:12,377
103,45185,07/19/2023 21:45:16,1627
104,33979,10/01/2023 10:51:24,355
104,436350,09/06/2023 03:45:03,1200
104,45504,05/18/2023 16:14:04,2099
104,174944,08/27/2023 11:10:12,982
105,124349,09/13/2023 23:52:16,2744
106,610440,04/06/2023 21:43:52,2092
106,616534,05/21/2023 07:56:01,1674
106,735652,01/31/2023 06:02:27,2581
106,974422,04/13/2023 15:48:14,2483
106,804752,06/30/2023 13:36:50,2800
107,706579,09/29/2023 01:48:26,2594
107,994032,08/31/2023 21:15:53,3439
107,411265,09/11/2023 22:46:04,2325
108,893806,04/13/2023 18:53:06,3226
108,425702,01/21/2023 08:23:04,3067
108,907932,10/25/2023 15:37:06,1071
108,688033,04/14/2023 20:31:58,3411
109,250037,08/05/2023 15:29:58,2602
109,48744,01/04/2023 14:18:27,3583
109,975265,07/08/2023 15:14:03,1614
109,417892,08/25/2023 21:52:16,452
110,456803,08/24/2023 14:12:59,1488
110,101186,03/28/2023 05:56:17,3325
110,438189,03/25/2023 20:45:54,3152
110,413477,07/02/2023 10:55:14,470
110,491640,09/29/2023 02:20:11,2821
110,924395,10/06/2023 03:27:35,2192
112,695130,01/09/2023 21:34:11,3304
112,742978,03/09/2023 03:32:18,665
112,368060,10/22/2023 04:58:12,829
112,857569,04/15/2023 15:00:34,564
112,727296,07/02/2023 20:21:05,776
112,201401,09/01/2023 19:27:02,1382
112,145377,01/13/2023 03:58:56,1361
112,316539,10/14/2023 13:14:06,1995
112,468728,09/10/2023 01:47:16,812
112,999283,08/28/2023 08:45:45,1663
112,191479,05/25/2023 02:01:53,3121
113,652994,06/02/2023 21:53:56,479
113,830379,04/17/2023 02:58:09,1193
113,715215,06/14/2023 18:15:33,362
113,559688,09/07/2023 13:02:26,2254
113,101807,04/29/2023 11:15:21,536
113,251224,06/14/2023 19:49:48,3329
114,721813,11/09/2023 21:35:18,1427
114,22986,02/27/2023 07:29:29,2693
114,42657,08/08/2023 03:02:32,3373
114,311667,04/02/2023 06:50:35,557
114,730355,03/31/2023 20:37:15,230
114,613516,09/05/2023 03:17:03,226
115,259886,07/22/2023 21:05:50,3130
115,687818,05/22/2023 00:59:31,2707
115,518516,09/17/2023 22:53:32,50
115,589382,09/24/2023 08:09:37,3164
115,412041,11/24/2023 00:45:28,3127
115,872841,10/22/2023 10:36:38,1671
115,807046,04/17/2023 20:34:25,1992
116,760206,09/18/2023 15:30:21,2869
116,484133,11/08/2023 09:18:45,2435
116,923972,02/16/2023 01:53:42,3316
117,697642,02/14/2023 11:32:09,3324
117,357439,08/14/2023 12:44:00,1723
117,295763,12/29/2023 23:23:28,593
117,652725,06/01/2023 19:38:58,1875
118,973658,10/02/2023 00:05:15,1716
118,189112,01/26/2023 15:34:20,2494
118,622108,11/05/2023 10:32:54,2765
118,416255,01/30/2023 16:02:05,2050
119,107135,03/06/2023 09:56:33,2137
119,434732,04/30/2023 18:23:00,691
119,793708,08/04/2023 05:21:34,3436
120,653585,10/07/2023 16:00:21,366
120,653221,08/19/2023 14:45:49,535
120,755862,04/23/2023 02:28:52,2218
121,473312,09/13/2023 18:40:30,2706
121,208877,02/20/2023 11:29:36,2835
121,701702,05/13/2023 06:25:20,2774
121,921944,01/22/2023 13:52:13,3118
121,700880,04/25/2023 10:28:51,1307
121,615782,10/30/2023 01:31:05,1729
123,77236,05/30/2023 23:14:23,252
123,858974,01/28/2023 12:23:03,3078
123,758658,12/04/2023 05:44:33,1558
123,739977,08/22/2023 18:18:56,2404
124,479714,11/20/2023 21:55:44,2482
124,980020,03/05/2023 22:45:31,2146
124,936067,01/10/2023 02:30:43,1009
125,183924,05/12/2023 21:16:48,2985
125,67658,02/26/2023 13:13:00,3045
126,428119,01/21/2023 10:51:39,2670
126,702802,06/29/2023 19:40:11,3390
126,830151,02/14/2023 02:13:53,431
127,918432,01/07/2023 22:22:24,98
127,489204,04/14/2023 10:59:54,1135
127,13490,03/02/2023 14:25:43,1860
127,318807,06/18/2023 16:03:51,870
128,343444,07/06/2023 02:04:05,2625
128,35248,04/29/2023 08:30:46,1737
128,528649,03/16/2023 21:01:39,1041
128,399757,07/19/2023 21:42:28,936
128,566767,04/03/2023 08:48:12,1943
128,729287,01/03/2023 02:42:28,902
128,931346,05/23/2023 23:08:57,2563
128,205155,08/21/2023 04:51:39,3389
128,728838,05/19/2023 09:21:12,1955
129,522949,02/01/2023 12:15:47,931
129,371497,02/09/2023 23:00:40,260
130,161081,12/28/2023 18:59:55,2673
130,918776,07/13/2023 02:37:01,2581
130,555901,01/06/2023 09:59:43,1193
130,608158,08/19/2023 23:35:42,443
131,907625,05/08/2023 22:23:33,3525
131,964956,09/30/2023 03:11:52,2401
131,134505,01/07/2023 00:13:43,2172
131,407092,05/04/2023 10:18:21,636
131,471918,11/26/2023 20:38:57,2882
132,21535,09/01/2023 15:12:50,3024
132,383457,01/16/2023 22:33:01,2744
132,286115,07/01/2023 03:25:12,2705
133,367985,08/15/2023 08:26:02,3583
133,139382,11/26/2023 11:21:36,3406
133,900145,12/14/2023 18:42:42,1955
134,708930,11/22/2023 00:25:45,1827
134,895455,07/13/2023 05:59:02,470
134,248657,09/24/2023 15:17:04,1760
135,488531,10/02/2023 04:00:38,3284
135,673771,10/14/2023 06:30:20,2265
136,936371,12/10/2023 11:07:28,2506
136,937574,07/07/2023 15:49:26,149
137,732326,12/21/2023 10:10:09,1306
137,711090,08/26/2023 04:34:27,2901
138,368249,12/30/2023 02:10:33,2916
138,486765,05/12/2023 13:31:01,3022
138,851463,09/03/2023 01:21:40,3555
139,934336,06/30/2023 15:21:47,900
139,123262,01/08/2023 21:52:26,11
139,901912,06/03/2023 09:08:18,3465
139,168471,08/03/2023 10:59:44,1258
140,640724,04/03/2023 04:42:20,1766
140,221658,09/29/2023 04:11:19,3318
140,485740,04/29/2023 16:28:55,306
140,1535,05/24/2023 23:20:17,1098
140,474,05/26/2023 17:06:41,2977
141,998625,10/28/2023 07:05:50,3115
141,12358,12/25/2023 18:29:14,3042
141,658250,08/23/2023 19:53:29,2858
142,237689,06/13/2023 02:58:53,2152
142,399158,12/09/2023 01:46:28,1460
143,104847,09/09/2023 19:20:56,599
144,391305,04/28/2023 10:10:11,141
144,267655,04/28/2023 08:03:02,1823
144,874341,04/27/2023 19:37:08,2608
144,512779,09/17/2023 12:01:39,3565
144,633136,05/30/2023 20:52:36,2404
144,307902,10/13/2023 22:36:19,57
144,367918,09/24/2023 05:02:33,760
144,462689,09/29/2023 02:22:25,1765
146,857863,03/09/2023 20:08:32,3133
146,281209,11/18/2023 17:59:24,240
146,474799,04/12/2023 02:14:43,1355
146,320091,01/02/2023 07:14:35,3513
147,674419,12/23/2023 07:31:02,1230
147,630842,01/10/2023 15:53:41,1368
147,717562,09/19/2023 07:16:10,1503
148,797029,04/28/2023 22:07:41,241
148,125707,02/22/2023 06:37:13,2179
148,6271,10/11/2023 09:36:15,2403
148,608433,04/14/2023 03:38:00,48
148,425183,05/03/2023 08:29:10,2321
148,234984,05/10/2023 16:18:29,3294
149,596182,07/10/2023 07:14:17,1668
149,860823,01/25/2023 22:27:11,356
149,944475,01/28/2023 06:31:41,280
149,111536,03/27/2023 17:18:16,3331
149,32360,06/09/2023 22:54:45,2492
150,942089,08/06/2023 19:32:21,3485
150,373535,05/07/2023 04:28:31,3422
150,808044,10/15/2023 20:53:37,1631
150,921976,07/31/2023 06:42:27,2530
150,330573,08/01/2023 03:39:28,2269
150,465010,02/02/2023 11:19:17,514
150,621509,02/06/2023 17:02:34,3542
150,39964,02/07/2023 21:18:45,1922
150,989320,10/19/2023 15:54:08,72
152,722070,04/29/2023 22:05:27,2185
152,758047,01/03/2023 00:14:05,2066
152,906927,09/20/2023 11:15:32,3395
152,875794,03/01/2023 04:56:34,576
152,659681,03/12/2023 06:02:50,1897
152,533803,02/07/2023 05:41:57,2423
152,117345,09/11/2023 00:17:24,1612
153,453936,05/18/2023 20:00:54,1795
153,961818,10/10/2023 01:35:43,2661
153,470275,06/03/2023 03:54:25,3437
153,750036,09/01/2023 14:52:54,637
154,94660,05/06/2023 17:27:34,1974
154,97626,10/16/2023 06:51:41,1673
155,421372,10/26/2023 15:49:33,162
155,305472,10/19/2023 21:29:39,1330
155,394565,08/24/2023 02:32:30,3003
155,155352,05/30/2023 01:31:44,1871
155,156202,05/20/2023 13:10:41,854
156,939341,06/26/2023 02:16:32,85
156,212860,12/27/2023 12:54:13,658
156,898050,11/10/2023 09:18:31,498
156,55437,12/03/2023 16:36:18,1830
157,513857,07/07/2023 05:06:54,746
157,9762,02/28/2023 07:26:56,2690
157,497367,06/10/2023 16:33:16,1879
157,793788,05/15/2023 17:45:28,1008
158,494247,11/10/2023 00:28:46,1517
158,12654,08/26/2023 15:28:03,987
158,235398,03/12/2023 20:52:18,1179
159,183411,01/29/2023 13:29:56,3232
159,384993,05/27/2023 00:57:55,2024
159,600257,02/23/2023 05:59:12,1167
159,11283,04/12/2023 09:13:28,809
160,91562,01/26/2023 03:44:01,275
160,790675,09/29/2023 06:39:54,2622
160,96985,09/17/2023 13:32:33,1226
160,74044,03/14/2023 21:07:43,1352
160,448272,07/10/2023 06:43:23,968
160,643658,01/10/2023 14:09:48,505
161,205991,08/23/2023 15:19:07,2590
162,263278,07/10/2023 00:08:37,125
162,907761,10/13/2023 18:50:34,78
162,368471,12/03/2023 23:42:03,331
163,546321,11/30/2023 21:56:47,2768
163,253726,05/19/2023 23:48:50,3368
163,271818,05/03/2023 23:11:12,2810
163,706993,11/07/2023 20:46:01,212
163,80563,08/18/2023 17:05:29,3191
163,228384,09/05/2023 17:17:52,2835
164,425392,10/12/2023 01:43:56,986
164,76440,08/22/2023 07:58:52,2082
164,791779,02/01/2023 03:44:43,2571
164,23331,08/23/2023 00:33:09,963
165,259648,09/26/2023 20:09:39,710
165,417110,10/25/2023 14:09:26,2490
165,977187,09/02/2023 09:45:24,368
166,950338,08/14/2023 09:28:47,2447
166,402999,11/05/2023 14:28:52,2296
166,321373,06/18/2023 23:37:51,1570
166,594326,12/16/2023 06:24:04,2391
166,730550,01/11/2023 19:48:31,1724
167,204011,05/13/2023 03:04:50,1431
167,406868,05/04/2023 12:14:28,129
168,858470,08/04/2023 04:51:22,1425
168,469961,08/06/2023 22:08:02,1054
168,377859,08/24/2023 15:08:49,182
168,885205,12/30/2023 13:07:37,2670
169,567386,03/18/2023 14:38:47,2782
169,567267,07/13/2023 14:50:26,3290
169,475569,03/13/2023 08:23:01,2844
169,137704,07/13/2023 08:35:21,929
170,257087,01/01/2023 10:16:55,2653
170,850515,08/03/2023 12:00:05,485
171,257664,09/02/2023 05:53:44,3206
171,806852,03/29/2023 16:07:55,1256
172,980030,06/06/2023 16:26:51,2375
172,567810,05/31/2023 06:25:26,326
172,573000,12/02/2023 00:07:01,130
172,604129,08/08/2023 06:58:41,409
172,665661,10/15/2023 14:10:25,326
172,717650,10/29/2023 15:11:22,320
172,48649,07/27/2023 10:30:33,299
173,766776,06/02/2023 11:46:13,2305
173,256657,11/04/2023 04:01:05,95
173,337547,10/20/2023 03:13:54,2408
174,828950,07/26/2023 03:31:38,1050
